ST_NO,"FACILITY_DESCP","TYPE","TOILET_INSIDE","FACILITY_DESCP_EN"			
1149,"1号口:漕溪北路南丹东路,2号口:漕溪北路南丹东路,3号口:漕溪北路紫阳路,4号口:漕溪北路,5号口:漕溪北路,7号口:漕溪北路蒲西路,8号口:漕溪北路,9号口:漕溪北路,10号口:漕溪北路,11号口:虹桥路,12号口:华山路虹桥路,13号口:华山路肇嘉浜路,14号口:肇嘉浜路,15号口:华山路,16号口:华山路,18号口:恭城路,19号口:恭城路,20号口:虹桥路恭城路","2","","Exit 1:North Caoxi Rd East Nandan Rd,Exit 2:North Caoxi Rd East Nandan Rd,Exit 3:North Caoxi Rd Ziyang Rd,Exit 4:North Caoxi Rd,Exit 5:North Caoxi Rd,Exit 7:North Caoxi Rd Puxi Rd,Exit 9:North Caoxi Rd,Exit 10:North Caoxi Rd,Exit 11:North Caoxi Rd Hongqiao Rd,Exit 12:Hongqiao Rd Huashan Rd,Exit 13:Huashan Rd,Exit 14:Zhaojiabang Rd,Exit 15:Huahsan Rd,Exit 16:Huashan Rd,Exit 18:Gongcheng Rd,Exit 19:Gongcheng Rd,Exit 20:Hongqiao Rd Gongcheng Rd"			
1149,"11号线:直升梯  地面-站厅  靠近20号口,11号线:直升梯  站厅-站台  靠近20号口","3","","Line 11:Helicopter ladder  The ground station hall  Near Exit 20,Line 11:Helicopter ladder  The station hall to the platform  Near Exit 20"			
1150,"11号线:非付费区  近2、3号口中间","1","0","Line 11:Non-paying zone  Near Exit 2 and Exit 3"			
1150,"1号口:体育场环路,2号口:中山南二路,3号口:中山南二路","2","","Exit 1:Stadium Ring Road,Exit 2: South 2nd Zhongshan Rd,Exut 3:South 2nd Zhongshan Rd"			
1150,"1号无障碍电梯:近1号口 站台到站厅、2号无障碍电梯:近2号口 站厅到地面","3","","Accessible Lift 1:public area of station hall near Exit 1 to ground,Accessible Lift 2:near Exit 2 to Platform"			
1151,"11号线:站外  2号口出站步行3分钟左右至地面公厕","1","0","Line 11:Outside of a station  Out of Exit 2(Walk for 3 min)"			
1151,"1号口:龙华路,2号口:龙华路龙华西路","2","","Exit 1:Longhua Rd,Exit 2:Longhua Rd West Longhua Rd"			
1151,"近1号口 站厅-站台","3","","Accessible Lift 1:public area of station hall near Exit 1 to platform"			
1152,"1号口:云锦路,2号口:云锦路,6号口:云锦路,7号口:云锦路","2","","Exit 1:Yunjin Rd,Exit 2:Yunjin Rd,Exit 6:Yunjin Rd,Exit 7:Yunjin Rd"			
1152,"1号无障碍电梯:近1号口 站厅到地面 	2/3号无障碍电梯:站台到站厅上下行各一个","3","","Accessible Lift 1:public area of station hall near Exit 1 to ground,Accessible Lift 2/3:hall to platform"		
1152,"11号线:非付费区  近该站2号口","1","0","Line 11:Non-paying zone  Near Exit 2"			
1153,"1号无障碍电梯:近2号口 地面到站厅,2号无障碍电梯:2、3号口之间车控室 站厅到站台","3","","Accessible Lift 1:public area of station hall near Exit 2 to ground,Accessible Lift 2/3:hall to platform"			
1153,"1号口:云锦路龙耀路,2号口:云锦路,3号口:云锦路,4号口:云锦路龙耀路","2","","Exit 1:Yunjin Rd Longyao Rd	Exit 2:Yunjin Rd	Exit 3:Yunjin Rd	Exit 4:Yunjin Rd Longyao Rd"
1153,"11号线:非付费区  该站2号口","1","0","Line 11:Non-paying zone  Near Exit 2"			
1154,"11号线:直升梯  地面-站厅  近3号口","3","","Line 11:Helicopter ladder  The ground station hall  Near Exit 3"			
1154,"6号线:付费区  往港城路方向车头,8号线:付费区  往市光路方向车头","1","1,1","Line 6:Pay Zone  Gangcheng Rd direction to the front of the platform,Line 8:Pay Zone  Shiguang Rd direction to the front of the platform"			
1154,"1号口:耀体路,4号口:耀体路,5号口:耀体路,6号口:耀体路","2","","Exit 1:Yaoti Rd,Exit 4:Yaoti Rd,Exit 5:Yaoti Rd,Exit 6:Yaoti Rd"			
1155,"1号口:上南路,2号口:上南路,3号口:上南路 三林路,4号口:上南路 三林路,6号口:上南路 三林路","2","","Exit 1:Shangnan Rd,Exit 2:Shangnan Rd,Exit 3:Shangnan Rd Sanlin Rd,Exit 4:Shangnan Rd Sanlin Rd,Exit 6:Shangnan Rd Sanlin Rd"			
1155,"11号线:非付费区  近2号口","1","0","Line 11:Non-paying zone  Near Exit 2"			
1155,"1号无障碍电梯:近6号口 地面到站厅,2号无障碍电梯:靠近车控室 站厅到站台","3","","Accessible Lift 1:public area of station hall near Exit 6 to ground,Accessible Lift 2:Near Exit 4 to platform"			
1156,"1号无障碍电梯:1、2号口之间 站厅到站台,2号无障碍电梯:近4号口 站厅到地面","3","","Accessible Lift 1:near Exit 1/2 to platform,Accessible Lift 2:near Exit 4 to ground"			
1156,"11号线:非付费区  近该站4号口","1","0","Line 11:Non-paying zone  Near Exit 4"			
1156,"1号口:三林路 东明路,2号口:三林路 东明路,4号口:三林路 东明路","2","","Exit 1:Sanlin Rd Dongming Rd,Exit 2:Sanlin Rd Dongming Rd,Exit 4:Sanlin Rd Dongming Rd"			
1157,"1号口:浦三路 御桥路,2号口:浦三路 御桥路,3号口:浦三路 御桥路,4号口:浦三路 御桥路","2","","Exit 1:Pusan Rd Yuqiao Rd,Exit 2:Pusan Rd Yuqiao Rd,Exit 3:Pusan Rd Yuqiao Rd,Exit 4:Pusan Rd Yuqiao Rd"			
1157,"11号线:非付费区  近该站2号口","1","0","Line 11:Non-paying zone  Near Exit 2"			
1157,"1号无障碍电梯:近2号口 地面到站厅,2、3号无障碍电梯:两个客服中心当中左右各一台 站台到站厅","3","","Accessible Lift 1:near Exit 2 to ground,Accessible Lift 2/3:middle of station hall to platform"			
1158,"","3","",""			
1158,"","1","",""			
1158,"","2","",""			
1159,"1号口:御青路 御桥路,2号口:御青路 御桥路,7号口:御青路 御桥路","2","","Exit 1:Yuqing Rd Yuqiao Rd,Exit 2:Yuqing Rd Yuqiao Rd,Exit 7:Yuqing Rd Yuqiao Rd"			
1159,"11号线:非付费区  靠近7号口","1","0","Line 11:Non-paying zone  Near Exit 7"			
1159,"1、2号无障碍电梯:近1号口 地面到站厅、站厅到站台","3","","Accessible Lift 1/2:near Exit 1"			
1160,"1号口:康桥东路 罗山路,2号口:康桥路 罗山路,5号口:康桥东路 罗山路","2","","Exit 1:East Kangqiao Rd Luoshan Rd,Exit 2:Kangqiao Rd Luoshan Rd,Exit 5:East Kangqiao Rd Luoshan Rd"			
1160,"11号线:非付费区  近该站5号口","1","0","Line 11:Non-paying zone  Near Exit 5"			
1160,"1号无障碍电梯:近1、2号口中间 站厅-站台","3","","Accessible Lift 1:in Middle of Exit 1/2 hall to platform"			
1236,"12号线:非付费区:位于车站站厅层 5号出口旁,8号线:付费区  往沈杜公路方向车头","1","0,1","Line 12:Non Paid Area Station Hall Near Exit 5,Line 8:Pay Zone Shendu Highway direction to the front of the platform"			
1236,"1号口:开封路 西藏北路,2号口:北苏州路 西藏北路,3号口:曲阜西路,4号口:曲阜西路,5号口:文安路 曲阜路","2","","Exit 1:Kaifeng Rd North Xizang Rd,Exit 2:Beisuzhou Rd North Xizang Rd,Exit 3:West Qufu Rd,Exit 4:West Qufu Rd,Exit 5:Wen'an Rd Qufu Rd"			
1236,"""8号线1号无障碍电梯:直升梯 地面到站厅，位于2号口外 非付费区,8号线2号无障碍电梯:直升梯 站厅到站台，位于2号口旁 非付费区(需人工开启),12号线1号无障碍电梯:直升梯 地面到站厅，位于4号口外 非付费区,12号线2号无障碍电梯:直升梯 站厅到站台，位于4号口旁 非付费区(需人工开启)""","3","","""Line 8 Accessible Lift 1:platform to station hall outside of Exit 2 no-paid area,Line 8 Accessible Lift 2:platform to ground outside of Exit 2 no-paid area (Artificial open),Line 12 Accessible Lift 1:platform to station hall outside of Exit 4 no-paid area,Line 12 Accessible Lift 2:platform to ground outside of Exit 4 no-paid area (Artificial open)"""			
1237,"10号线:非付费区  近1号口,12号线:非付费区  靠近车控室","1","0,0","Line 10:Non-paying zone  Near Exit 1,Line 12:Non-paying zone  Next to the control room"			
1237,"3号口:河南北路 天潼路,4号口:河南北路 天潼路,7号口:河南北路 天潼路","2","","Exit 3:North Henan Rd Tiantong Rd,Exit 4:North Henan Rd Tiantong Rd,Exit 3:North Henan Rd Tiantong Rd"			
1237,"1号无障碍电梯:3/7号口中间 靠近5号口	2号无障碍电梯:靠近3号口","3","","Accessible Lift 1:in Middle of Exit 3/7 Near Exit 5	Accessible Lift 2:Near Exit 3"	
1238,"""1号口:东长治路 商丘路,4号口:东长治路 商丘路""","2","","Exit 1:Dong Changzhi Rd Shangqiu Rd,Exit 4:Dong Changzhi Rd Shangqiu Rd"			
1238,"1号无障碍电梯:靠近4号口	2号无障碍电梯:站台","3","","Accessible Lift 1:in Middle of Exit 4	Accessible Lift 2:on Platform"	
1238,"12号线:站外  靠近车控室","1","0","Line 12:Outside of a station  Next to the control room"			
1239,"1号无障碍电梯:靠近3号口	2号无障碍电梯:3/4号口中间","3","","Accessible Lift 1:Near Exit 3	Assemble Lift 2:between Exit 3 and Exit 4"	
1239,"靠近2号口(站外)","1","0","Near Exit 2(Station Outside)"			
1239,"1号口:舟山路,2号口:舟山路,3号口:唐山路,4号口:唐山路","2","","Exit 1:Zhoushan Rd,Exit 2:Zhoushan Rd,Exit 3:Tangshasn Rd,Exit 4:Tangshasn Rd"			
1240,"1号口:长阳路 大连路,2号口:长阳路 大连路","2","","Exit 1:Changyang Rd Dalian Rd,Exit 2:Changyang Rd Dalian Rd"			
1240,"12号线:直升梯  站厅-站台  靠近2号口、6号口各一个,12号线:直升梯  地面-站台  靠近车控室","3","","Line 12:Helicopter ladder  The station hall to the platform  Close to the Exit 2 6 each one,Line 12:Helicopter ladder  The ground to the platform  Next to the control room"			
1240,"4号线:付费区  外圈车头,12号线:站外  靠近6号口","1","1,0","Line 4:Pay Zone  Outer front,Line 12:Outside of a station  Near Exit 6"			
1241,"12号线:站外  靠近1号口","1","0","Line 12:Outside of a station  Near Exit 1"			
1241,"1号无障碍电梯:近4号口 地面到站厅,2号无障碍电梯:近车控室 站厅到站台","3","","Accessible Lift 1:public area of station hall near Exit 4 to ground,Accessible Lift 2:platform to station hall near Control Room"			
1241,"1号口:长阳路,2号口:江浦路 长阳路,3号口:怀德路 长阳路,4号口:怀德路 长阳路","2","","Exit 1:Changyang Rd,Exit 2:Jiangpu Rd Changyang Rd,Exit 3:Huaide Rd Changyang Rd,Exit 4:Huaide Rd Changyang Rd"			
1242,"1号无障碍电梯:近3号口 地面到站厅,2号无障碍电梯:近4号口 地面到站厅,3号无障碍电梯:近5号口 站厅到站台","3","","Accessible Lift 1:public area of station hall near Exit 3 to ground,Accessible Lift 2:public area of station hall near Exit 4 to ground,Accessible Lift 3:platform to station hall near Exit 5"			
1242,"靠近4号口(站外)","1","0","Near Exit 4(Station Outside)"			
1242,"1号口:长阳路 宁国路,2号口:长阳路 宁国路,3号口:长阳路 宁国路,4号口:长阳路 宁国路","2","","Exit 1:Changyang Rd Ningguo Rd,Exit 2:Changyang Rd Ningguo Rd,Exit 3:Changyang Rd Ningguo Rd,Exit 4:Changyang Rd Ningguo Rd"			
1243,"1号无障碍电梯:近3号口 地面到站厅,2号无障碍电梯:近4号口 地面到站厅","3","","Accessible Lift 1:public area of station hall near Exit 3 to ground,Accessible Lift 2:public area of station hall near Exit 4 to ground"			
1243,"12号线:站外  靠近4号口","1","0","Line 12:Outside of a station  Near Exit 4"			
1243,"1号口:长阳路,2号口:长阳路,3号口:隆昌路","2","","Exit 1	Changyang Rd,Exit 2:Changyang Rd,Exit 3:Longchang Rd"		
1244,"1号口:长阳路,2号口:长阳路,3号口:长阳路,4号口:长阳路","2","","Exit 1:Changyang Rd,Exit 2:Changyang Rd,Exit 3:Changyang Rd,Exit 4:Changyang Rd"			
1244,"1号无障碍电梯:近3号口 地面到站厅,2号无障碍电梯:近车控室 站厅到站台","3","","Accessible Lift 1:public area of station hall near Exit 3 to ground,Accessible Lift 2:platform to station hall near Control Room"			
1244,"靠近2号口(站外)","1","0","Near Exit 2 (Station Outside)"			
1245,"12号线:站外  靠近2号口","1","0","Line 12:Outside of a station  Near Exit 2"			
1245,"1号无障碍电梯:近4号口 地面到站厅","3","","Accessible Lift 1:public area of station hall near Exit 4 to ground"			
1245,"2号口:共青路,3号口:共青路,4号口:共青路","2","","Exit 2:Gongqing Rd,Exit 3:Gongqing Rd,Exit 4:Gongqing Rd"			
1246,"1号无障碍电梯:近2号口 地面到站厅,2号无障碍电梯:近3号口 站厅到站台","3","","Accessible Lift 1:public area of station hall near Exit 2 to ground,Accessible Lift 2:platform to station hall near Exit 3"			
1246,"靠近1号口(站外)","1","0","Near Exit 1(Station Outside)"			
1246,"1号口:东陆路 兴运路,2号口:东陆路,3号口:东陆路","2","","Exit 1:Donglu Rd Xingyun Rd,Exit 2:Donglu Rd,Exit 3:Donglu Rd"			
1247,"12号线:直升梯  站厅-站台  靠近4号口,12号线:直升梯  地面-站台  靠近3号口","3","","Line 12:Helicopter ladder  The station hall to the platform  Near Exit 4,Line 12:Helicopter ladder  The ground to the platform  Near Exit 3"			
1247,"","1","",""			
1247,"3号口:巨峰路 张扬北路,4号口:巨峰路,5号口:巨峰路","2","","Exit 3:Jufeng Rd North Zhangyang Rd,Exit 4:Jufeng Rd,Exit 5:Jufeng Rd"			
1248,"靠近4号口(站外)","1","0","Near Exit 4(Station Outside)"			
1248,"1号口:巨峰路,3号口:杨高北路 巨峰路,4号口:杨高北路 巨峰路","2","","Exit 1:Jufeng Rd,Exit 3:North Yanggao Rd Jufeng Rd,Exit 4:North Yanggao Rd Jufeng Rd"			
1248,"1号无障碍电梯:近1号口 地面到站厅,2号无障碍电梯:近车控室 站厅到站台","3","","Accessible Lift 1:public area of station hall near Exit 1 to ground,Accessible Lift 2:platform to station hall near Control Room"			
1249,"1号无障碍电梯:近3号口 地面到站厅,2号无障碍电梯:近3号口 站厅到站台","3","","Accessible Lift 1:public area of station hall near Exit 3 to ground,Accessible Lift 2:platform to station hall near Exit 3"			
1249,"靠近2号口(站外)","1","0","Near Exit 2(Station Outside)"			
1249,"2号口:巨峰路 金京路,3号口:巨峰路 永宁路","2","","Exit 2:Jufeng Rd Jinjing Rd,Exit 3:Jufeng Rd Yongning Rd"			
1250,"1号无障碍电梯:近1号口 地面到站厅,2号无障碍电梯:近车控室 站厅到站台","3","","Accessible Lift 1:public area of station hall near Exit 1 to ground,Accessible Lift 2:platform to station hall near Control Room"			
1250,"12号线:站外  靠近1号口","1","0","Line 12:Outside of a station  Near Exit 1"			
1250,"1号口:巨峰路,3号口:巨峰路 申江路","2","","Exit 1:Jufeng Rd,Exit 3:Jufeng Rd Shenjiang Rd"			
1251,"1号口:金海路 金穗路,2号口:金海路 金穗路,3号口:金海路 金穗路","2","","Exit 1:Jinhai Rd Jingsui Rd,Exit 2:Jinhai Rd Jingsui Rd,Exit 3:Jinhai Rd Jingsui Rd"			
1251,"靠近3号口(站外)","1","0","Near Exit 3(Station Outside)"			
1251,"1号无障碍电梯:近3号口 地面到站台","3","","Accessible Lift 1:public area of platform near Exit 3 to ground"			
1321,"13号线:非付费区  近8号口","1","0","Line 13:Non-paying zone  Near Exit 8"			
1321,"1号口:金沙江西路,2号口:金沙江西路 金运路,3号口:金沙江西路,4号口:金沙江西路 金园一路,5号口:金沙江西路 金园一路,6号口:金沙江西路,7号口:金沙江西路,8号口:金沙江西路","2","","Exit 1:West Jinshajiang Rd,Exit 2:West Jinshajiang Rd Jinyun Rd,Exit 3:West Jinshajiang Rd,Exit 4:West Jinshajiang Rd Jingyuan Yi Rd,Exit 5:West Jinshajiang Rd Jingyuan Yi Rd,Exit 6:West Jinshajiang Rd,Exit 7:West Jinshajiang Rd,Exit 8:West Jinshajiang Rd"			
1321,"1号无障碍电梯: 金沙江路方向车头位置 站台往站厅,2号无障碍电梯: 站厅往地面 近2号口","3","","Accessible Lift 1:near head of platform to Jinshajiang Rd From platform to hall,Accessible Lift 2:near Exit 2 Hall to ground"			
1322,"13号线:非付费区  近4号口","1","0","Line 13:Non-paying zone  Near Exit 4"			
1322,"1号口:大宅路 金沙江西路,2号口:金沙江西路 丰华公路,3号口:高潮路 金沙江西路,4号口:金沙江西路 沙河路,5号口:金沙江西路 沙河路","2","","Exit 1:Dazhai Rd West Jinshajiang Rd,Exit 2:Qinfeng Rd West Jinshajiang Rd,Exit 3:Gaochao Rd West Jinshajiang Rd,Exit 4:West Jinshajiang Rd Shahe Rd,Exit 5:West Jinshajiang Rd Shahe Rd"			
1322,"1号无障碍电梯: 金沙江路方向车头位置 站台往站厅,2号无障碍电梯: 近4号口 站厅往地面","3","","Accessible Lift 1:near head of platform to Jinshajiang Rd From platform to hall,Accessible Lift 2:near Exit 4 Hall to ground"			
1323,"13号线:非付费区  近3号口","1","0","Line 13:Non-paying zone  Near Exit 3"			
1323,"2号口:金沙江路 香樟路,3号口:金沙江路,4号口:金沙江路,5号口:丰庄西路 金沙江路,6号口:金沙江路","2","","Exit 2:Jingshajiang Rd Xiangzhang Rd Jinshajiang Branch Rd,Exit 3:Jinshajiang Rd,Exit 4:Jinshajiang Rd,Exit 5:West Fengzhuang Rd,Exit 6:Jinshajiang Rd"			
1323,"1号无障碍电梯: 站厅到站台 金沙江路方向车头位置,2号无障碍电梯: 站厅到地面 靠近3号口","3","","Accessible Lift 1:near head of platform to Jinshajiang Rd From platform to hall,Accessible Lift 2:near Exit 3 Hall to ground"			
1324,"","1","",""			
1324,"1号口:暂未开通,2号口:祁连山南路 金沙江路,3号口:祁连山南路 金沙江路","2","","Exit 1:No open,Exit 2:South Qilianshan Rd Jinshajiang Rd,Exit 3:South Qilianshan Rd Jinshajiang Rd"			
